{'gpu': {'device_ids': [0], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 1, 'K': 8, 'd': 32, 'embed_dim': 64, 'skip_dim': 256, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 50, 'learning_rate': 0.001, 'clip_grad': 5, 'loss_func': 'mse', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'progressive', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0002, 'dropout': 0.1, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2025-12-30-21-04-46	Epoch 35	Train Loss = 1257.22566, Val Loss = 3188.15381
2025-12-30-21-05-31	Epoch 36	Train Loss = 1203.02981, Val Loss = 2135.86093
2025-12-30-21-06-16	Epoch 37	Train Loss = 1091.86487, Val Loss = 2290.66790
2025-12-30-21-07-02	Epoch 38	Train Loss = 1077.13065, Val Loss = 2092.25095
2025-12-30-21-07-47	Epoch 39	Train Loss = 993.31054, Val Loss = 2144.73495
2025-12-30-21-08-32	Epoch 40	Train Loss = 1144.99102, Val Loss = 2273.73308
2025-12-30-21-09-17	Epoch 41	Train Loss = 1078.54380, Val Loss = 2146.01963
2025-12-30-21-10-02	Epoch 42	Train Loss = 1217.72278, Val Loss = 2163.74855
2025-12-30-21-10-47	Epoch 43	Train Loss = 1125.34929, Val Loss = 2531.60299
2025-12-30-21-11-32	Epoch 44	Train Loss = 1057.18465, Val Loss = 2312.05133
2025-12-30-21-12-17	Epoch 45	Train Loss = 1095.14802, Val Loss = 2035.23378
2025-12-30-21-13-02	Epoch 46	Train Loss = 1155.80396, Val Loss = 2068.51103
2025-12-30-21-13-47	Epoch 47	Train Loss = 1042.07613, Val Loss = 2092.82573
2025-12-30-21-14-32	Epoch 48	Train Loss = 1257.10626, Val Loss = 2166.55680
2025-12-30-21-15-17	Epoch 49	Train Loss = 1047.19567, Val Loss = 2104.92805
2025-12-30-21-16-02	Epoch 50	Train Loss = 1031.53257, Val Loss = 2395.56034
2025-12-30-21-16-47	Epoch 51	Train Loss = 950.41284, Val Loss = 2048.42888
2025-12-30-21-17-33	Epoch 52	Train Loss = 1025.50160, Val Loss = 2231.32254
2025-12-30-21-18-18	Epoch 53	Train Loss = 984.02986, Val Loss = 2017.23129
2025-12-30-21-19-03	Epoch 54	Train Loss = 973.57235, Val Loss = 2086.52339
2025-12-30-21-19-48	Epoch 55	Train Loss = 1038.47286, Val Loss = 1955.88919
2025-12-30-21-20-33	Epoch 56	Train Loss = 965.65751, Val Loss = 2223.65535
2025-12-30-21-21-18	Epoch 57	Train Loss = 945.44094, Val Loss = 1940.52404
2025-12-30-21-22-03	Epoch 58	Train Loss = 1032.01449, Val Loss = 2071.11476
2025-12-30-21-22-48	Epoch 59	Train Loss = 990.86974, Val Loss = 1998.58573
2025-12-30-21-23-33	Epoch 60	Train Loss = 934.63790, Val Loss = 1923.01444
2025-12-30-21-24-18	Epoch 61	Train Loss = 905.47183, Val Loss = 1937.64789
2025-12-30-21-25-03	Epoch 62	Train Loss = 875.65410, Val Loss = 1905.04238
2025-12-30-21-25-48	Epoch 63	Train Loss = 890.06468, Val Loss = 1908.60826
2025-12-30-21-26-33	Epoch 64	Train Loss = 914.51539, Val Loss = 1893.94352
2025-12-30-21-27-19	Epoch 65	Train Loss = 872.20935, Val Loss = 2014.95805
2025-12-30-21-28-04	Epoch 66	Train Loss = 891.76399, Val Loss = 1939.67901
2025-12-30-21-28-49	Epoch 67	Train Loss = 867.00444, Val Loss = 2019.39771
2025-12-30-21-29-34	Epoch 68	Train Loss = 873.94534, Val Loss = 1909.84547
2025-12-30-21-30-19	Epoch 69	Train Loss = 842.97365, Val Loss = 2100.62200
2025-12-30-21-31-04	Epoch 70	Train Loss = 921.15925, Val Loss = 2095.76759
2025-12-30-21-31-49	Epoch 71	Train Loss = 910.53396, Val Loss = 1900.55755
2025-12-30-21-32-34	Epoch 72	Train Loss = 883.71730, Val Loss = 1901.75125
2025-12-30-21-33-19	Epoch 73	Train Loss = 863.04243, Val Loss = 1940.25687
2025-12-30-21-34-04	Epoch 74	Train Loss = 845.84083, Val Loss = 1990.52737
2025-12-30-21-34-49	Epoch 75	Train Loss = 841.10474, Val Loss = 1894.64290
2025-12-30-21-35-34	Epoch 76	Train Loss = 852.91953, Val Loss = 1943.87278
2025-12-30-21-36-19	Epoch 77	Train Loss = 833.83001, Val Loss = 1879.86618
2025-12-30-21-37-04	Epoch 78	Train Loss = 870.39614, Val Loss = 1960.50324
2025-12-30-21-37-49	Epoch 79	Train Loss = 841.18659, Val Loss = 1861.43170
2025-12-30-21-38-34	Epoch 80	Train Loss = 835.88443, Val Loss = 1862.02127
2025-12-30-21-39-19	Epoch 81	Train Loss = 860.11347, Val Loss = 2019.69606
2025-12-30-21-40-04	Epoch 82	Train Loss = 826.02256, Val Loss = 1950.31754
2025-12-30-21-40-49	Epoch 83	Train Loss = 835.02501, Val Loss = 1860.81497
2025-12-30-21-41-34	Epoch 84	Train Loss = 843.50590, Val Loss = 1900.81474
2025-12-30-21-42-20	Epoch 85	Train Loss = 848.63323, Val Loss = 1903.76025
2025-12-30-21-43-05	Epoch 86	Train Loss = 811.90921, Val Loss = 1814.82105
2025-12-30-21-43-50	Epoch 87	Train Loss = 817.79050, Val Loss = 1897.87643
2025-12-30-21-44-35	Epoch 88	Train Loss = 826.99371, Val Loss = 1829.07707
2025-12-30-21-45-20	Epoch 89	Train Loss = 825.04405, Val Loss = 1943.89884
2025-12-30-21-46-05	Epoch 90	Train Loss = 828.71381, Val Loss = 1808.53314
2025-12-30-21-46-50	Epoch 91	Train Loss = 822.46514, Val Loss = 1901.41913
2025-12-30-21-47-35	Epoch 92	Train Loss = 822.30863, Val Loss = 1862.99543
2025-12-30-21-48-20	Epoch 93	Train Loss = 818.62874, Val Loss = 1899.98176
2025-12-30-21-49-05	Epoch 94	Train Loss = 944.66721, Val Loss = 1927.67798
2025-12-30-21-49-50	Epoch 95	Train Loss = 812.46653, Val Loss = 1943.47069
2025-12-30-21-50-35	Epoch 96	Train Loss = 801.69573, Val Loss = 1910.93277
2025-12-30-21-51-20	Epoch 97	Train Loss = 805.21531, Val Loss = 1899.06021
2025-12-30-21-52-05	Epoch 98	Train Loss = 808.16943, Val Loss = 1982.54186
2025-12-30-21-52-50	Epoch 99	Train Loss = 795.24674, Val Loss = 1835.49880
2025-12-30-21-53-35	Epoch 100	Train Loss = 811.30943, Val Loss = 1843.53959
2025-12-30-21-54-20	Epoch 101	Train Loss = 820.20969, Val Loss = 1826.10641
2025-12-30-21-55-05	Epoch 102	Train Loss = 793.20157, Val Loss = 1955.23155
2025-12-30-21-55-51	Epoch 103	Train Loss = 808.11330, Val Loss = 1843.38388
2025-12-30-21-56-36	Epoch 104	Train Loss = 783.02469, Val Loss = 1857.99563
2025-12-30-21-57-21	Epoch 105	Train Loss = 824.06598, Val Loss = 1840.93824
2025-12-30-21-58-06	Epoch 106	Train Loss = 840.81715, Val Loss = 1970.58095
2025-12-30-21-58-51	Epoch 107	Train Loss = 810.80887, Val Loss = 1805.32120
2025-12-30-21-59-36	Epoch 108	Train Loss = 787.94212, Val Loss = 1853.41939
2025-12-30-22-00-21	Epoch 109	Train Loss = 792.95326, Val Loss = 1782.80662
2025-12-30-22-01-06	Epoch 110	Train Loss = 790.21109, Val Loss = 1833.59474
2025-12-30-22-01-51	Epoch 111	Train Loss = 776.99418, Val Loss = 2009.81740
2025-12-30-22-02-36	Epoch 112	Train Loss = 781.76843, Val Loss = 1796.57245
2025-12-30-22-03-21	Epoch 113	Train Loss = 813.32692, Val Loss = 1905.69211
2025-12-30-22-04-06	Epoch 114	Train Loss = 791.90294, Val Loss = 1893.12350
2025-12-30-22-04-52	Epoch 115	Train Loss = 772.25046, Val Loss = 2064.21497
2025-12-30-22-05-37	Epoch 116	Train Loss = 782.80327, Val Loss = 1828.69073
2025-12-30-22-06-22	Epoch 117	Train Loss = 777.07513, Val Loss = 1817.13546
2025-12-30-22-07-07	Epoch 118	Train Loss = 789.07758, Val Loss = 1839.86665
2025-12-30-22-07-52	Epoch 119	Train Loss = 771.97638, Val Loss = 1832.36738
2025-12-30-22-08-37	Epoch 120	Train Loss = 802.22981, Val Loss = 1772.98871
2025-12-30-22-09-22	Epoch 121	Train Loss = 783.62581, Val Loss = 1797.70930
2025-12-30-22-10-07	Epoch 122	Train Loss = 759.48507, Val Loss = 1814.98389
2025-12-30-22-10-52	Epoch 123	Train Loss = 781.25627, Val Loss = 1872.50603
2025-12-30-22-11-37	Epoch 124	Train Loss = 759.50907, Val Loss = 1807.01672
2025-12-30-22-12-22	Epoch 125	Train Loss = 782.41138, Val Loss = 1842.94228
2025-12-30-22-13-07	Epoch 126	Train Loss = 789.26322, Val Loss = 1788.36270
2025-12-30-22-13-52	Epoch 127	Train Loss = 786.24006, Val Loss = 1832.41123
2025-12-30-22-14-37	Epoch 128	Train Loss = 762.61794, Val Loss = 1813.03383
2025-12-30-22-15-23	Epoch 129	Train Loss = 754.98083, Val Loss = 1796.48860
2025-12-30-22-16-08	Epoch 130	Train Loss = 780.58878, Val Loss = 1757.94739
2025-12-30-22-16-53	Epoch 131	Train Loss = 771.81490, Val Loss = 1831.70574
2025-12-30-22-17-38	Epoch 132	Train Loss = 757.74308, Val Loss = 1876.36929
2025-12-30-22-18-23	Epoch 133	Train Loss = 769.45396, Val Loss = 1849.91607
2025-12-30-22-19-08	Epoch 134	Train Loss = 791.58057, Val Loss = 1754.33394
2025-12-30-22-19-53	Epoch 135	Train Loss = 756.74916, Val Loss = 1792.11731
2025-12-30-22-20-38	Epoch 136	Train Loss = 749.66716, Val Loss = 1801.11037
2025-12-30-22-21-23	Epoch 137	Train Loss = 773.87802, Val Loss = 1795.86601
2025-12-30-22-22-08	Epoch 138	Train Loss = 756.85812, Val Loss = 1826.87442
2025-12-30-22-22-54	Epoch 139	Train Loss = 758.28327, Val Loss = 1774.70145
2025-12-30-22-23-39	Epoch 140	Train Loss = 747.91144, Val Loss = 1758.53880
2025-12-30-22-24-24	Epoch 141	Train Loss = 749.46905, Val Loss = 1809.48609
2025-12-30-22-25-09	Epoch 142	Train Loss = 747.99039, Val Loss = 1825.64007
2025-12-30-22-25-54	Epoch 143	Train Loss = 745.63966, Val Loss = 1817.33803
2025-12-30-22-26-39	Epoch 144	Train Loss = 785.95789, Val Loss = 1762.16612
2025-12-30-22-27-24	Epoch 145	Train Loss = 753.91122, Val Loss = 1935.79774
2025-12-30-22-28-09	Epoch 146	Train Loss = 733.39925, Val Loss = 1902.89060
2025-12-30-22-28-54	Epoch 147	Train Loss = 761.26494, Val Loss = 1837.11514
2025-12-30-22-29-39	Epoch 148	Train Loss = 759.40014, Val Loss = 1713.63440
2025-12-30-22-30-24	Epoch 149	Train Loss = 753.72002, Val Loss = 1729.90238
2025-12-30-22-31-10	Epoch 150	Train Loss = 762.77015, Val Loss = 1778.86492
2025-12-30-22-31-55	Epoch 151	Train Loss = 748.24025, Val Loss = 1794.84798
2025-12-30-22-32-40	Epoch 152	Train Loss = 736.67497, Val Loss = 1792.95336
2025-12-30-22-33-25	Epoch 153	Train Loss = 728.26772, Val Loss = 1718.26017
2025-12-30-22-34-10	Epoch 154	Train Loss = 749.69244, Val Loss = 1829.20831
2025-12-30-22-34-55	Epoch 155	Train Loss = 746.59302, Val Loss = 1786.23971
2025-12-30-22-35-40	Epoch 156	Train Loss = 729.29139, Val Loss = 1785.71485
2025-12-30-22-36-25	Epoch 157	Train Loss = 793.58749, Val Loss = 1762.30957
2025-12-30-22-37-10	Epoch 158	Train Loss = 740.52600, Val Loss = 1769.90038
2025-12-30-22-37-55	Epoch 159	Train Loss = 730.43276, Val Loss = 1764.65624
2025-12-30-22-38-40	Epoch 160	Train Loss = 748.41633, Val Loss = 1778.70285
2025-12-30-22-39-25	Epoch 161	Train Loss = 735.78578, Val Loss = 1750.32105
2025-12-30-22-40-11	Epoch 162	Train Loss = 722.16046, Val Loss = 1820.06480
2025-12-30-22-40-56	Epoch 163	Train Loss = 730.94140, Val Loss = 1729.63824
2025-12-30-22-41-41	Epoch 164	Train Loss = 720.24463, Val Loss = 1773.38947
2025-12-30-22-42-26	Epoch 165	Train Loss = 740.09764, Val Loss = 1744.81564
2025-12-30-22-43-11	Epoch 166	Train Loss = 719.75557, Val Loss = 1809.60324
2025-12-30-22-43-56	Epoch 167	Train Loss = 744.59628, Val Loss = 1719.30158
2025-12-30-22-44-41	Epoch 168	Train Loss = 721.66403, Val Loss = 1731.55824
2025-12-30-22-45-26	Epoch 169	Train Loss = 729.17296, Val Loss = 1713.16179
2025-12-30-22-46-11	Epoch 170	Train Loss = 716.91651, Val Loss = 1707.64192
2025-12-30-22-46-56	Epoch 171	Train Loss = 719.16155, Val Loss = 1808.09100
2025-12-30-22-47-41	Epoch 172	Train Loss = 770.14464, Val Loss = 1761.25215
2025-12-30-22-48-26	Epoch 173	Train Loss = 714.19024, Val Loss = 1844.76512
2025-12-30-22-49-11	Epoch 174	Train Loss = 704.90640, Val Loss = 1762.44068
2025-12-30-22-49-56	Epoch 175	Train Loss = 718.82006, Val Loss = 1690.48928
2025-12-30-22-50-41	Epoch 176	Train Loss = 724.95892, Val Loss = 1746.41975
2025-12-30-22-51-26	Epoch 177	Train Loss = 713.32261, Val Loss = 1727.05528
2025-12-30-22-52-11	Epoch 178	Train Loss = 701.07303, Val Loss = 1713.22969
2025-12-30-22-52-56	Epoch 179	Train Loss = 714.80972, Val Loss = 1826.41252
2025-12-30-22-53-41	Epoch 180	Train Loss = 714.01963, Val Loss = 1756.64293
2025-12-30-22-54-26	Epoch 181	Train Loss = 725.98995, Val Loss = 1710.03660
2025-12-30-22-55-11	Epoch 182	Train Loss = 700.12778, Val Loss = 1762.37992
2025-12-30-22-55-57	Epoch 183	Train Loss = 706.33236, Val Loss = 1744.06258
2025-12-30-22-56-42	Epoch 184	Train Loss = 699.51623, Val Loss = 1691.05793
2025-12-30-22-57-27	Epoch 185	Train Loss = 713.18254, Val Loss = 1702.77729
2025-12-30-22-58-12	Epoch 186	Train Loss = 710.64839, Val Loss = 1707.04237
2025-12-30-22-58-57	Epoch 187	Train Loss = 709.31738, Val Loss = 1712.81460
2025-12-30-22-59-42	Epoch 188	Train Loss = 703.25170, Val Loss = 1729.43790
2025-12-30-23-00-27	Epoch 189	Train Loss = 700.86460, Val Loss = 1761.44846
2025-12-30-23-01-12	Epoch 190	Train Loss = 717.34833, Val Loss = 1756.17764
2025-12-30-23-01-57	Epoch 191	Train Loss = 722.97320, Val Loss = 1707.01968
2025-12-30-23-02-42	Epoch 192	Train Loss = 689.85579, Val Loss = 1710.17447
2025-12-30-23-03-27	Epoch 193	Train Loss = 708.86998, Val Loss = 1768.26400
2025-12-30-23-04-12	Epoch 194	Train Loss = 715.55957, Val Loss = 1729.56184
2025-12-30-23-04-58	Epoch 195	Train Loss = 710.75164, Val Loss = 1756.62305
2025-12-30-23-05-43	Epoch 196	Train Loss = 699.41321, Val Loss = 1791.56057
2025-12-30-23-06-28	Epoch 197	Train Loss = 707.56521, Val Loss = 1723.40867
2025-12-30-23-07-13	Epoch 198	Train Loss = 711.81025, Val Loss = 1695.32770
2025-12-30-23-07-58	Epoch 199	Train Loss = 696.92511, Val Loss = 1722.68165
2025-12-30-23-08-43	Epoch 200	Train Loss = 703.99845, Val Loss = 1697.02007
2025-12-30-23-09-28	Epoch 201	Train Loss = 697.42385, Val Loss = 1625.95006
2025-12-30-23-10-13	Epoch 202	Train Loss = 716.24588, Val Loss = 1920.56257
2025-12-30-23-10-58	Epoch 203	Train Loss = 711.87380, Val Loss = 1685.37491
2025-12-30-23-11-43	Epoch 204	Train Loss = 710.82000, Val Loss = 1819.62334
2025-12-30-23-12-28	Epoch 205	Train Loss = 708.62111, Val Loss = 1720.87578
2025-12-30-23-13-13	Epoch 206	Train Loss = 691.97036, Val Loss = 1707.53099
2025-12-30-23-13-58	Epoch 207	Train Loss = 709.97480, Val Loss = 1688.01186
2025-12-30-23-14-43	Epoch 208	Train Loss = 690.30710, Val Loss = 1715.47219
2025-12-30-23-15-28	Epoch 209	Train Loss = 691.97022, Val Loss = 1723.75759
2025-12-30-23-16-14	Epoch 210	Train Loss = 690.95504, Val Loss = 1742.59193
2025-12-30-23-16-59	Epoch 211	Train Loss = 723.16667, Val Loss = 1693.97548
2025-12-30-23-17-44	Epoch 212	Train Loss = 738.99647, Val Loss = 1661.92682
2025-12-30-23-18-29	Epoch 213	Train Loss = 686.49431, Val Loss = 1998.76298
2025-12-30-23-19-14	Epoch 214	Train Loss = 715.47980, Val Loss = 1696.77506
2025-12-30-23-19-59	Epoch 215	Train Loss = 818.93755, Val Loss = 1798.69373
2025-12-30-23-20-44	Epoch 216	Train Loss = 707.46171, Val Loss = 1684.15095
2025-12-30-23-21-29	Epoch 217	Train Loss = 702.44733, Val Loss = 1683.43647
2025-12-30-23-22-14	Epoch 218	Train Loss = 692.73503, Val Loss = 1656.14185
2025-12-30-23-22-59	Epoch 219	Train Loss = 690.44955, Val Loss = 1888.57505
2025-12-30-23-23-44	Epoch 220	Train Loss = 693.12070, Val Loss = 1656.10090
2025-12-30-23-24-29	Epoch 221	Train Loss = 684.86394, Val Loss = 1720.13247
2025-12-30-23-25-14	Epoch 222	Train Loss = 692.44541, Val Loss = 1662.01049
2025-12-30-23-25-59	Epoch 223	Train Loss = 710.98344, Val Loss = 1645.64410
2025-12-30-23-26-44	Epoch 224	Train Loss = 696.15940, Val Loss = 1679.44722
2025-12-30-23-27-29	Epoch 225	Train Loss = 681.17547, Val Loss = 1659.06750
2025-12-30-23-28-14	Epoch 226	Train Loss = 692.17012, Val Loss = 1680.18214
2025-12-30-23-28-59	Epoch 227	Train Loss = 697.48474, Val Loss = 1627.67815
2025-12-30-23-29-44	Epoch 228	Train Loss = 687.13282, Val Loss = 1658.33410
2025-12-30-23-30-29	Epoch 229	Train Loss = 679.78413, Val Loss = 1765.78903
2025-12-30-23-31-14	Epoch 230	Train Loss = 703.35085, Val Loss = 1661.21436
2025-12-30-23-31-59	Epoch 231	Train Loss = 698.40408, Val Loss = 1595.17373
2025-12-30-23-32-45	Epoch 232	Train Loss = 699.70831, Val Loss = 1652.02172
2025-12-30-23-33-30	Epoch 233	Train Loss = 687.08099, Val Loss = 1646.22404
2025-12-30-23-34-15	Epoch 234	Train Loss = 679.15544, Val Loss = 1625.07120
2025-12-30-23-35-00	Epoch 235	Train Loss = 682.06853, Val Loss = 1655.92577
2025-12-30-23-35-45	Epoch 236	Train Loss = 689.83702, Val Loss = 1674.40296
2025-12-30-23-36-30	Epoch 237	Train Loss = 701.59349, Val Loss = 1699.29562
2025-12-30-23-37-15	Epoch 238	Train Loss = 693.65462, Val Loss = 1615.15964
2025-12-30-23-38-00	Epoch 239	Train Loss = 687.53305, Val Loss = 1636.67669
2025-12-30-23-38-45	Epoch 240	Train Loss = 680.86558, Val Loss = 1581.77572
2025-12-30-23-39-30	Epoch 241	Train Loss = 675.23943, Val Loss = 1670.88057
2025-12-30-23-40-15	Epoch 242	Train Loss = 678.15708, Val Loss = 1648.97531
2025-12-30-23-41-00	Epoch 243	Train Loss = 674.39354, Val Loss = 1619.73535
2025-12-30-23-41-45	Epoch 244	Train Loss = 674.30391, Val Loss = 1646.08107
2025-12-30-23-42-30	Epoch 245	Train Loss = 681.83615, Val Loss = 1635.53671
2025-12-30-23-43-15	Epoch 246	Train Loss = 677.27009, Val Loss = 1915.47857
2025-12-30-23-44-00	Epoch 247	Train Loss = 697.66687, Val Loss = 1652.34474
2025-12-30-23-44-45	Epoch 248	Train Loss = 673.37054, Val Loss = 1596.61448
2025-12-30-23-45-30	Epoch 249	Train Loss = 683.56825, Val Loss = 1629.37490
2025-12-30-23-46-15	Epoch 250	Train Loss = 676.62386, Val Loss = 1626.93664
2025-12-30-23-47-01	Epoch 251	Train Loss = 669.10345, Val Loss = 1683.35301
2025-12-30-23-47-46	Epoch 252	Train Loss = 668.24293, Val Loss = 1649.02198
2025-12-30-23-48-31	Epoch 253	Train Loss = 750.89805, Val Loss = 1644.11126
2025-12-30-23-49-16	Epoch 254	Train Loss = 671.63448, Val Loss = 1766.79219
2025-12-30-23-50-01	Epoch 255	Train Loss = 684.15506, Val Loss = 1561.18371
2025-12-30-23-50-46	Epoch 256	Train Loss = 673.83086, Val Loss = 1658.82897
2025-12-30-23-51-31	Epoch 257	Train Loss = 666.31786, Val Loss = 1607.58259
2025-12-30-23-52-16	Epoch 258	Train Loss = 670.30470, Val Loss = 1600.61458
2025-12-30-23-53-01	Epoch 259	Train Loss = 663.90894, Val Loss = 1606.87628
2025-12-30-23-53-46	Epoch 260	Train Loss = 680.79549, Val Loss = 1635.66519
2025-12-30-23-54-31	Epoch 261	Train Loss = 668.98007, Val Loss = 1588.68142
2025-12-30-23-55-16	Epoch 262	Train Loss = 668.52878, Val Loss = 1590.57546
2025-12-30-23-56-01	Epoch 263	Train Loss = 684.57200, Val Loss = 1618.70342
2025-12-30-23-56-46	Epoch 264	Train Loss = 671.87753, Val Loss = 1610.44997
2025-12-30-23-57-31	Epoch 265	Train Loss = 675.78808, Val Loss = 1578.33432
2025-12-30-23-58-17	Epoch 266	Train Loss = 671.54778, Val Loss = 1587.74909
2025-12-30-23-59-02	Epoch 267	Train Loss = 672.22426, Val Loss = 1665.43548
2025-12-30-23-59-47	Epoch 268	Train Loss = 698.77140, Val Loss = 1595.83575
2025-12-31-00-00-32	Epoch 269	Train Loss = 687.02828, Val Loss = 1638.85286
2025-12-31-00-01-17	Epoch 270	Train Loss = 665.21075, Val Loss = 1585.51101
2025-12-31-00-02-02	Epoch 271	Train Loss = 686.75641, Val Loss = 1674.42085
2025-12-31-00-02-47	Epoch 272	Train Loss = 663.59120, Val Loss = 1598.95693
2025-12-31-00-03-32	Epoch 273	Train Loss = 670.31304, Val Loss = 1629.20555
2025-12-31-00-04-17	Epoch 274	Train Loss = 665.47623, Val Loss = 1644.16183
2025-12-31-00-05-02	Epoch 275	Train Loss = 670.33837, Val Loss = 1619.52697
2025-12-31-00-05-47	Epoch 276	Train Loss = 675.38409, Val Loss = 1632.80582
2025-12-31-00-06-32	Epoch 277	Train Loss = 672.14936, Val Loss = 1593.88194
2025-12-31-00-07-17	Epoch 278	Train Loss = 667.05773, Val Loss = 1639.10221
2025-12-31-00-08-02	Epoch 279	Train Loss = 717.90585, Val Loss = 1992.92789
2025-12-31-00-08-48	Epoch 280	Train Loss = 680.63341, Val Loss = 1600.09874
2025-12-31-00-09-33	Epoch 281	Train Loss = 662.76371, Val Loss = 1604.77925
2025-12-31-00-10-18	Epoch 282	Train Loss = 668.90199, Val Loss = 1674.90857
