{'gpu': {'device_ids': [1], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 3, 'K': 8, 'd': 32, 'embed_dim': 64, 'skip_dim': 256, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 50, 'learning_rate': 0.002, 'clip_grad': 5, 'loss_func': 'mse', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'progressive', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0001, 'dropout': 0.3, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2026-01-04-13-37-15	Epoch 15	Train Loss = 0.04596, Val Loss = 0.10601
2026-01-04-13-39-21	Epoch 16	Train Loss = 0.04568, Val Loss = 0.10430
2026-01-04-13-41-27	Epoch 17	Train Loss = 0.04476, Val Loss = 0.10055
2026-01-04-13-43-33	Epoch 18	Train Loss = 0.04392, Val Loss = 0.09742
2026-01-04-13-45-39	Epoch 19	Train Loss = 0.04505, Val Loss = 0.11043
2026-01-04-13-47-45	Epoch 20	Train Loss = 0.04334, Val Loss = 0.09733
2026-01-04-13-49-51	Epoch 21	Train Loss = 0.04306, Val Loss = 0.09708
2026-01-04-13-51-57	Epoch 22	Train Loss = 0.04223, Val Loss = 0.09965
2026-01-04-13-54-02	Epoch 23	Train Loss = 0.04238, Val Loss = 0.09756
2026-01-04-13-56-08	Epoch 24	Train Loss = 0.04213, Val Loss = 0.09853
2026-01-04-13-58-14	Epoch 25	Train Loss = 0.04146, Val Loss = 0.10047
2026-01-04-14-00-20	Epoch 26	Train Loss = 0.04010, Val Loss = 0.09499
2026-01-04-14-02-25	Epoch 27	Train Loss = 0.03976, Val Loss = 0.09966
2026-01-04-14-04-31	Epoch 28	Train Loss = 0.03953, Val Loss = 0.09299
2026-01-04-14-06-37	Epoch 29	Train Loss = 0.03895, Val Loss = 0.09344
2026-01-04-14-08-43	Epoch 30	Train Loss = 0.03858, Val Loss = 0.09182
2026-01-04-14-10-48	Epoch 31	Train Loss = 0.03836, Val Loss = 0.09316
2026-01-04-14-12-54	Epoch 32	Train Loss = 0.03817, Val Loss = 0.09403
2026-01-04-14-15-00	Epoch 33	Train Loss = 0.03799, Val Loss = 0.08997
2026-01-04-14-17-05	Epoch 34	Train Loss = 0.03761, Val Loss = 0.09038
2026-01-04-14-19-11	Epoch 35	Train Loss = 0.03724, Val Loss = 0.09066
2026-01-04-14-21-17	Epoch 36	Train Loss = 0.03696, Val Loss = 0.08942
2026-01-04-14-23-23	Epoch 37	Train Loss = 0.03696, Val Loss = 0.09280
2026-01-04-14-25-28	Epoch 38	Train Loss = 0.03665, Val Loss = 0.08886
2026-01-04-14-27-34	Epoch 39	Train Loss = 0.03639, Val Loss = 0.08962
2026-01-04-14-29-40	Epoch 40	Train Loss = 0.03619, Val Loss = 0.09051
2026-01-04-14-31-45	Epoch 41	Train Loss = 0.03653, Val Loss = 0.09357
2026-01-04-14-33-51	Epoch 42	Train Loss = 0.03559, Val Loss = 0.08940
2026-01-04-14-35-56	Epoch 43	Train Loss = 0.03578, Val Loss = 0.09106
2026-01-04-14-38-02	Epoch 44	Train Loss = 0.03606, Val Loss = 0.08840
2026-01-04-14-40-07	Epoch 45	Train Loss = 0.03532, Val Loss = 0.09012
2026-01-04-14-42-13	Epoch 46	Train Loss = 0.03501, Val Loss = 0.08770
2026-01-04-14-44-18	Epoch 47	Train Loss = 0.03529, Val Loss = 0.08695
2026-01-04-14-46-24	Epoch 48	Train Loss = 0.03490, Val Loss = 0.09271
2026-01-04-14-48-29	Epoch 49	Train Loss = 0.16465, Val Loss = 0.12413
2026-01-04-14-50-35	Epoch 50	Train Loss = 0.05814, Val Loss = 0.11792
2026-01-04-14-52-41	Epoch 51	Train Loss = 0.05262, Val Loss = 0.11159
2026-01-04-14-54-46	Epoch 52	Train Loss = 0.04915, Val Loss = 0.10641
2026-01-04-14-56-52	Epoch 53	Train Loss = 0.04690, Val Loss = 0.10566
2026-01-04-14-58-57	Epoch 54	Train Loss = 0.04366, Val Loss = 0.10002
2026-01-04-15-01-03	Epoch 55	Train Loss = 0.04119, Val Loss = 0.09555
2026-01-04-15-03-08	Epoch 56	Train Loss = 0.03924, Val Loss = 0.09552
2026-01-04-15-05-14	Epoch 57	Train Loss = 0.03813, Val Loss = 0.09295
2026-01-04-15-07-19	Epoch 58	Train Loss = 0.03731, Val Loss = 0.09411
2026-01-04-15-09-25	Epoch 59	Train Loss = 0.03663, Val Loss = 0.09275
2026-01-04-15-11-30	Epoch 60	Train Loss = 0.03584, Val Loss = 0.09207
2026-01-04-15-13-36	Epoch 61	Train Loss = 0.03487, Val Loss = 0.09335
2026-01-04-15-15-41	Epoch 62	Train Loss = 0.03465, Val Loss = 0.08999
2026-01-04-15-17-47	Epoch 63	Train Loss = 0.03453, Val Loss = 0.09231
2026-01-04-15-19-52	Epoch 64	Train Loss = 0.03417, Val Loss = 0.09198
2026-01-04-15-21-58	Epoch 65	Train Loss = 0.03398, Val Loss = 0.09081
2026-01-04-15-24-03	Epoch 66	Train Loss = 0.03369, Val Loss = 0.08915
2026-01-04-15-26-09	Epoch 67	Train Loss = 0.03350, Val Loss = 0.08708
2026-01-04-15-28-14	Epoch 68	Train Loss = 0.03371, Val Loss = 0.08797
2026-01-04-15-30-20	Epoch 69	Train Loss = 0.03327, Val Loss = 0.08792
2026-01-04-15-32-25	Epoch 70	Train Loss = 0.03386, Val Loss = 0.08894
2026-01-04-15-34-30	Epoch 71	Train Loss = 0.03300, Val Loss = 0.08506
2026-01-04-15-36-36	Epoch 72	Train Loss = 0.03307, Val Loss = 0.08442
2026-01-04-15-38-41	Epoch 73	Train Loss = 0.03277, Val Loss = 0.08388
2026-01-04-15-40-46	Epoch 74	Train Loss = 0.03293, Val Loss = 0.08612
2026-01-04-15-42-51	Epoch 75	Train Loss = 0.03250, Val Loss = 0.08710
2026-01-04-15-44-57	Epoch 76	Train Loss = 0.03254, Val Loss = 0.08340
2026-01-04-15-47-02	Epoch 77	Train Loss = 0.03238, Val Loss = 0.08508
2026-01-04-15-49-08	Epoch 78	Train Loss = 0.03237, Val Loss = 0.08269
2026-01-04-15-51-13	Epoch 79	Train Loss = 0.03238, Val Loss = 0.08506
2026-01-04-15-53-18	Epoch 80	Train Loss = 0.03197, Val Loss = 0.08457
2026-01-04-15-55-24	Epoch 81	Train Loss = 0.03219, Val Loss = 0.08333
2026-01-04-15-57-29	Epoch 82	Train Loss = 0.03208, Val Loss = 0.08594
2026-01-04-15-59-34	Epoch 83	Train Loss = 0.03221, Val Loss = 0.08407
2026-01-04-16-01-40	Epoch 84	Train Loss = 0.03179, Val Loss = 0.08417
2026-01-04-16-03-45	Epoch 85	Train Loss = 0.06087, Val Loss = 0.10866
2026-01-04-16-05-51	Epoch 86	Train Loss = 0.04818, Val Loss = 0.09629
2026-01-04-16-07-56	Epoch 87	Train Loss = 0.04560, Val Loss = 0.09182
2026-01-04-16-10-01	Epoch 88	Train Loss = 0.04369, Val Loss = 0.09160
2026-01-04-16-12-06	Epoch 89	Train Loss = 0.04004, Val Loss = 0.09013
2026-01-04-16-14-11	Epoch 90	Train Loss = 0.03786, Val Loss = 0.09122
2026-01-04-16-16-16	Epoch 91	Train Loss = 0.03609, Val Loss = 0.09261
2026-01-04-16-18-21	Epoch 92	Train Loss = 0.03487, Val Loss = 0.09472
2026-01-04-16-20-26	Epoch 93	Train Loss = 0.03439, Val Loss = 0.08927
2026-01-04-16-22-31	Epoch 94	Train Loss = 0.03371, Val Loss = 0.09042
2026-01-04-16-24-36	Epoch 95	Train Loss = 0.03337, Val Loss = 0.08967
2026-01-04-16-26-42	Epoch 96	Train Loss = 0.03315, Val Loss = 0.08796
2026-01-04-16-28-47	Epoch 97	Train Loss = 0.03293, Val Loss = 0.08615
2026-01-04-16-30-52	Epoch 98	Train Loss = 0.03245, Val Loss = 0.08602
2026-01-04-16-32-57	Epoch 99	Train Loss = 0.03315, Val Loss = 0.08665
2026-01-04-16-35-03	Epoch 100	Train Loss = 0.03227, Val Loss = 0.08501
2026-01-04-16-37-08	Epoch 101	Train Loss = 0.03229, Val Loss = 0.08416
2026-01-04-16-39-14	Epoch 102	Train Loss = 0.03210, Val Loss = 0.08587
2026-01-04-16-41-19	Epoch 103	Train Loss = 0.03229, Val Loss = 0.08690
2026-01-04-16-43-24	Epoch 104	Train Loss = 0.03239, Val Loss = 0.08273
2026-01-04-16-45-29	Epoch 105	Train Loss = 0.03206, Val Loss = 0.08194
2026-01-04-16-47-34	Epoch 106	Train Loss = 0.03176, Val Loss = 0.07983
2026-01-04-16-49-39	Epoch 107	Train Loss = 0.03169, Val Loss = 0.07868
2026-01-04-16-51-44	Epoch 108	Train Loss = 0.03178, Val Loss = 0.08090
2026-01-04-16-53-49	Epoch 109	Train Loss = 0.03180, Val Loss = 0.07683
2026-01-04-16-55-55	Epoch 110	Train Loss = 0.03153, Val Loss = 0.07906
2026-01-04-16-58-00	Epoch 111	Train Loss = 0.03154, Val Loss = 0.07807
2026-01-04-17-00-05	Epoch 112	Train Loss = 0.03157, Val Loss = 0.08256
2026-01-04-17-02-10	Epoch 113	Train Loss = 0.03144, Val Loss = 0.07878
2026-01-04-17-04-15	Epoch 114	Train Loss = 0.03153, Val Loss = 0.07702
2026-01-04-17-06-20	Epoch 115	Train Loss = 0.03120, Val Loss = 0.07812
2026-01-04-17-08-25	Epoch 116	Train Loss = 0.03138, Val Loss = 0.07678
2026-01-04-17-10-30	Epoch 117	Train Loss = 0.03149, Val Loss = 0.07906
2026-01-04-17-12-35	Epoch 118	Train Loss = 0.03123, Val Loss = 0.07923
2026-01-04-17-14-40	Epoch 119	Train Loss = 0.03113, Val Loss = 0.07734
2026-01-04-17-16-45	Epoch 120	Train Loss = 0.03164, Val Loss = 0.07656
2026-01-04-17-18-50	Epoch 121	Train Loss = 0.03099, Val Loss = 0.07849
2026-01-04-17-20-55	Epoch 122	Train Loss = 0.03158, Val Loss = 0.08175
2026-01-04-17-23-00	Epoch 123	Train Loss = 0.03113, Val Loss = 0.07747
2026-01-04-17-25-05	Epoch 124	Train Loss = 0.03111, Val Loss = 0.07509
2026-01-04-17-27-10	Epoch 125	Train Loss = 0.03113, Val Loss = 0.07865
2026-01-04-17-29-15	Epoch 126	Train Loss = 0.03118, Val Loss = 0.07765
2026-01-04-17-31-20	Epoch 127	Train Loss = 0.03109, Val Loss = 0.07788
2026-01-04-17-33-25	Epoch 128	Train Loss = 0.03116, Val Loss = 0.07820
2026-01-04-17-35-30	Epoch 129	Train Loss = 0.03106, Val Loss = 0.07723
2026-01-04-17-37-35	Epoch 130	Train Loss = 0.03112, Val Loss = 0.07490
2026-01-04-17-39-40	Epoch 131	Train Loss = 0.03110, Val Loss = 0.07649
2026-01-04-17-41-46	Epoch 132	Train Loss = 0.04709, Val Loss = 0.09785
2026-01-04-17-43-51	Epoch 133	Train Loss = 0.04412, Val Loss = 0.09403
2026-01-04-17-45-56	Epoch 134	Train Loss = 0.03881, Val Loss = 0.08927
2026-01-04-17-48-02	Epoch 135	Train Loss = 0.03515, Val Loss = 0.08493
2026-01-04-17-50-07	Epoch 136	Train Loss = 0.03389, Val Loss = 0.08060
2026-01-04-17-52-12	Epoch 137	Train Loss = 0.03312, Val Loss = 0.08300
2026-01-04-17-54-17	Epoch 138	Train Loss = 0.03267, Val Loss = 0.07953
2026-01-04-17-56-23	Epoch 139	Train Loss = 0.03240, Val Loss = 0.07462
2026-01-04-17-58-28	Epoch 140	Train Loss = 0.03217, Val Loss = 0.08071
2026-01-04-18-00-33	Epoch 141	Train Loss = 0.03209, Val Loss = 0.07860
2026-01-04-18-02-38	Epoch 142	Train Loss = 0.03216, Val Loss = 0.07342
2026-01-04-18-04-44	Epoch 143	Train Loss = 0.03187, Val Loss = 0.07895
2026-01-04-18-06-49	Epoch 144	Train Loss = 0.03177, Val Loss = 0.07640
2026-01-04-18-08-54	Epoch 145	Train Loss = 0.03172, Val Loss = 0.07789
2026-01-04-18-10-59	Epoch 146	Train Loss = 0.03176, Val Loss = 0.07648
2026-01-04-18-13-04	Epoch 147	Train Loss = 0.03169, Val Loss = 0.07664
2026-01-04-18-15-09	Epoch 148	Train Loss = 0.03168, Val Loss = 0.07228
2026-01-04-18-17-14	Epoch 149	Train Loss = 0.03149, Val Loss = 0.07255
2026-01-04-18-19-19	Epoch 150	Train Loss = 0.03154, Val Loss = 0.07127
2026-01-04-18-21-24	Epoch 151	Train Loss = 0.03157, Val Loss = 0.07230
2026-01-04-18-23-29	Epoch 152	Train Loss = 0.03171, Val Loss = 0.07716
2026-01-04-18-25-35	Epoch 153	Train Loss = 0.03148, Val Loss = 0.07786
2026-01-04-18-27-40	Epoch 154	Train Loss = 0.03124, Val Loss = 0.07289
2026-01-04-18-29-45	Epoch 155	Train Loss = 0.03124, Val Loss = 0.07381
2026-01-04-18-31-50	Epoch 156	Train Loss = 0.03135, Val Loss = 0.07641
2026-01-04-18-33-55	Epoch 157	Train Loss = 0.03136, Val Loss = 0.07232
2026-01-04-18-36-00	Epoch 158	Train Loss = 0.03106, Val Loss = 0.07143
2026-01-04-18-38-05	Epoch 159	Train Loss = 0.03130, Val Loss = 0.07246
2026-01-04-18-40-11	Epoch 160	Train Loss = 0.03122, Val Loss = 0.07291
2026-01-04-18-42-16	Epoch 161	Train Loss = 0.03125, Val Loss = 0.07321
2026-01-04-18-44-21	Epoch 162	Train Loss = 0.03119, Val Loss = 0.07473
2026-01-04-18-46-26	Epoch 163	Train Loss = 0.03107, Val Loss = 0.07678
2026-01-04-18-48-31	Epoch 164	Train Loss = 0.03121, Val Loss = 0.07198
2026-01-04-18-50-36	Epoch 165	Train Loss = 0.03101, Val Loss = 0.07541
2026-01-04-18-52-41	Epoch 166	Train Loss = 0.03116, Val Loss = 0.07544
2026-01-04-18-54-47	Epoch 167	Train Loss = 0.03105, Val Loss = 0.07519
2026-01-04-18-56-52	Epoch 168	Train Loss = 0.03118, Val Loss = 0.07727
2026-01-04-18-58-57	Epoch 169	Train Loss = 0.03094, Val Loss = 0.07378
2026-01-04-19-01-02	Epoch 170	Train Loss = 0.03104, Val Loss = 0.07245
2026-01-04-19-03-08	Epoch 171	Train Loss = 0.03098, Val Loss = 0.07607
2026-01-04-19-05-13	Epoch 172	Train Loss = 0.03089, Val Loss = 0.07419
2026-01-04-19-07-18	Epoch 173	Train Loss = 0.03114, Val Loss = 0.07130
2026-01-04-19-09-24	Epoch 174	Train Loss = 0.03083, Val Loss = 0.07573
2026-01-04-19-11-29	Epoch 175	Train Loss = 0.03085, Val Loss = 0.07677
2026-01-04-19-13-34	Epoch 176	Train Loss = 0.03116, Val Loss = 0.08118
2026-01-04-19-15-39	Epoch 177	Train Loss = 0.03096, Val Loss = 0.07197
2026-01-04-19-17-44	Epoch 178	Train Loss = 0.03162, Val Loss = 0.07257
2026-01-04-19-19-50	Epoch 179	Train Loss = 0.03103, Val Loss = 0.07306
2026-01-04-19-21-55	Epoch 180	Train Loss = 0.03082, Val Loss = 0.07326
2026-01-04-19-24-00	Epoch 181	Train Loss = 0.03086, Val Loss = 0.07710
2026-01-04-19-26-06	Epoch 182	Train Loss = 0.03101, Val Loss = 0.07194
2026-01-04-19-28-11	Epoch 183	Train Loss = 0.03081, Val Loss = 0.07738
2026-01-04-19-30-16	Epoch 184	Train Loss = 0.03067, Val Loss = 0.07221
2026-01-04-19-32-22	Epoch 185	Train Loss = 0.03112, Val Loss = 0.07319
2026-01-04-19-34-27	Epoch 186	Train Loss = 0.03091, Val Loss = 0.07734
2026-01-04-19-36-32	Epoch 187	Train Loss = 0.03074, Val Loss = 0.07262
2026-01-04-19-38-37	Epoch 188	Train Loss = 0.03072, Val Loss = 0.07189
2026-01-04-19-40-43	Epoch 189	Train Loss = 0.03106, Val Loss = 0.07537
2026-01-04-19-42-48	Epoch 190	Train Loss = 0.03099, Val Loss = 0.07509
2026-01-04-19-44-53	Epoch 191	Train Loss = 0.03070, Val Loss = 0.07475
2026-01-04-19-46-59	Epoch 192	Train Loss = 0.03148, Val Loss = 0.07511
2026-01-04-19-49-04	Epoch 193	Train Loss = 0.03078, Val Loss = 0.07548
2026-01-04-19-51-09	Epoch 194	Train Loss = 0.03070, Val Loss = 0.07276
2026-01-04-19-53-14	Epoch 195	Train Loss = 0.03072, Val Loss = 0.06999
2026-01-04-19-55-20	Epoch 196	Train Loss = 0.03084, Val Loss = 0.08002
2026-01-04-19-57-25	Epoch 197	Train Loss = 0.03089, Val Loss = 0.07550
2026-01-04-19-59-30	Epoch 198	Train Loss = 0.03074, Val Loss = 0.07138
2026-01-04-20-01-36	Epoch 199	Train Loss = 0.03087, Val Loss = 0.07425
2026-01-04-20-03-41	Epoch 200	Train Loss = 0.03064, Val Loss = 0.07487
2026-01-04-20-05-46	Epoch 201	Train Loss = 0.03073, Val Loss = 0.07020
2026-01-04-20-07-52	Epoch 202	Train Loss = 0.03088, Val Loss = 0.07219
2026-01-04-20-09-57	Epoch 203	Train Loss = 0.03078, Val Loss = 0.07180
2026-01-04-20-12-02	Epoch 204	Train Loss = 0.03132, Val Loss = 0.07930
2026-01-04-20-14-07	Epoch 205	Train Loss = 0.03066, Val Loss = 0.07405
2026-01-04-20-16-13	Epoch 206	Train Loss = 0.03069, Val Loss = 0.07555
2026-01-04-20-18-18	Epoch 207	Train Loss = 0.03066, Val Loss = 0.07507
2026-01-04-20-20-23	Epoch 208	Train Loss = 0.03072, Val Loss = 0.07285
2026-01-04-20-22-29	Epoch 209	Train Loss = 0.03085, Val Loss = 0.07501
2026-01-04-20-24-34	Epoch 210	Train Loss = 0.03071, Val Loss = 0.07505
2026-01-04-20-26-39	Epoch 211	Train Loss = 0.03075, Val Loss = 0.07406
2026-01-04-20-28-45	Epoch 212	Train Loss = 0.03067, Val Loss = 0.07386
2026-01-04-20-30-50	Epoch 213	Train Loss = 0.03096, Val Loss = 0.07323
2026-01-04-20-32-55	Epoch 214	Train Loss = 0.03068, Val Loss = 0.07256
2026-01-04-20-35-00	Epoch 215	Train Loss = 0.03063, Val Loss = 0.07255
2026-01-04-20-37-06	Epoch 216	Train Loss = 0.03109, Val Loss = 0.07210
2026-01-04-20-39-11	Epoch 217	Train Loss = 0.03067, Val Loss = 0.07243
2026-01-04-20-41-16	Epoch 218	Train Loss = 0.03060, Val Loss = 0.07304
2026-01-04-20-43-22	Epoch 219	Train Loss = 0.03059, Val Loss = 0.07178
2026-01-04-20-45-27	Epoch 220	Train Loss = 0.03070, Val Loss = 0.07217
2026-01-04-20-47-32	Epoch 221	Train Loss = 0.03067, Val Loss = 0.07665
2026-01-04-20-49-37	Epoch 222	Train Loss = 0.03092, Val Loss = 0.07685
2026-01-04-20-51-43	Epoch 223	Train Loss = 0.03054, Val Loss = 0.07376
2026-01-04-20-53-48	Epoch 224	Train Loss = 0.03056, Val Loss = 0.07266
2026-01-04-20-55-53	Epoch 225	Train Loss = 0.03064, Val Loss = 0.07302
2026-01-04-20-57-58	Epoch 226	Train Loss = 0.03075, Val Loss = 0.07489
2026-01-04-21-00-04	Epoch 227	Train Loss = 0.03070, Val Loss = 0.07162
2026-01-04-21-02-09	Epoch 228	Train Loss = 0.03091, Val Loss = 0.07123
2026-01-04-21-04-14	Epoch 229	Train Loss = 0.03065, Val Loss = 0.07238
2026-01-04-21-06-20	Epoch 230	Train Loss = 0.03067, Val Loss = 0.07386
2026-01-04-21-08-25	Epoch 231	Train Loss = 0.03061, Val Loss = 0.07391
2026-01-04-21-10-30	Epoch 232	Train Loss = 0.03069, Val Loss = 0.07062
2026-01-04-21-12-35	Epoch 233	Train Loss = 0.03052, Val Loss = 0.07644
2026-01-04-21-14-41	Epoch 234	Train Loss = 0.03073, Val Loss = 0.07487
2026-01-04-21-16-46	Epoch 235	Train Loss = 0.03063, Val Loss = 0.07504
2026-01-04-21-18-51	Epoch 236	Train Loss = 0.03053, Val Loss = 0.07706
2026-01-04-21-20-57	Epoch 237	Train Loss = 0.03054, Val Loss = 0.07766
2026-01-04-21-23-02	Epoch 238	Train Loss = 0.03069, Val Loss = 0.07312
2026-01-04-21-25-07	Epoch 239	Train Loss = 0.03061, Val Loss = 0.07349
2026-01-04-21-27-13	Epoch 240	Train Loss = 0.03051, Val Loss = 0.07507
2026-01-04-21-29-18	Epoch 241	Train Loss = 0.03090, Val Loss = 0.07179
2026-01-04-21-31-24	Epoch 242	Train Loss = 0.03094, Val Loss = 0.07621
2026-01-04-21-33-29	Epoch 243	Train Loss = 0.03041, Val Loss = 0.07334
2026-01-04-21-35-34	Epoch 244	Train Loss = 0.03060, Val Loss = 0.07295
2026-01-04-21-37-40	Epoch 245	Train Loss = 0.03064, Val Loss = 0.07511
Early stopping at epoch: 245
Best at epoch 195:
Train Loss = 0.03072
Train RMSE = 267.87964, MAE = 228.10777, MAPE = 111587.97656
Val Loss = 0.06999
Val RMSE = 271.67834, MAE = 231.47946, MAPE = 114188.88281
Saved Model: ./saved_models/GMAN-PEMS08-2026-01-04-13-05-45.pt
--------- Test ---------
All Steps RMSE = 26.20766, MAE = 16.70873, MAPE = 183.49596
Step  1 RMSE = 22.61828, MAE = 14.66186, MAPE = 174.47720
Step  2 RMSE = 23.66329, MAE = 15.24674, MAPE = 175.71788
Step  3 RMSE = 24.44206, MAE = 15.70730, MAPE = 175.38261
Step  4 RMSE = 25.05960, MAE = 16.06175, MAPE = 176.67934
Step  5 RMSE = 25.61089, MAE = 16.37736, MAPE = 172.61591
Step  6 RMSE = 26.16018, MAE = 16.70322, MAPE = 175.90311
Step  7 RMSE = 26.63632, MAE = 16.98532, MAPE = 179.97966
Step  8 RMSE = 27.07070, MAE = 17.23314, MAPE = 185.74957
Step  9 RMSE = 27.43633, MAE = 17.43331, MAPE = 186.17175
Step 10 RMSE = 27.80838, MAE = 17.65412, MAPE = 190.00124
Step 11 RMSE = 28.27675, MAE = 17.97658, MAPE = 198.72363
Step 12 RMSE = 28.92992, MAE = 18.46412, MAPE = 210.55017

Inference time: 12.77 s
