{'gpu': {'device_ids': [1], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 3, 'K': 8, 'd': 32, 'embed_dim': 64, 'skip_dim': 256, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 50, 'learning_rate': 0.002, 'clip_grad': 5, 'loss_func': 'huber', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'progressive', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0001, 'dropout': 0.3, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2026-01-05-14-41-31	Epoch 15	Train Loss = 0.01781, Val Loss = 0.03391
2026-01-05-14-43-37	Epoch 16	Train Loss = 0.01709, Val Loss = 0.03504
2026-01-05-14-45-44	Epoch 17	Train Loss = 0.01751, Val Loss = 0.03324
2026-01-05-14-47-50	Epoch 18	Train Loss = 0.01684, Val Loss = 0.03253
2026-01-05-14-49-56	Epoch 19	Train Loss = 0.01674, Val Loss = 0.03324
2026-01-05-14-52-03	Epoch 20	Train Loss = 0.01623, Val Loss = 0.03292
2026-01-05-14-54-09	Epoch 21	Train Loss = 0.01648, Val Loss = 0.03300
2026-01-05-14-56-16	Epoch 22	Train Loss = 0.01579, Val Loss = 0.03224
2026-01-05-14-58-22	Epoch 23	Train Loss = 0.01552, Val Loss = 0.03500
2026-01-05-15-00-28	Epoch 24	Train Loss = 0.01592, Val Loss = 0.03220
2026-01-05-15-02-35	Epoch 25	Train Loss = 0.01555, Val Loss = 0.03315
2026-01-05-15-04-41	Epoch 26	Train Loss = 0.01535, Val Loss = 0.03249
2026-01-05-15-06-48	Epoch 27	Train Loss = 0.01525, Val Loss = 0.03367
2026-01-05-15-08-54	Epoch 28	Train Loss = 0.01542, Val Loss = 0.03213
2026-01-05-15-11-01	Epoch 29	Train Loss = 0.01458, Val Loss = 0.03245
2026-01-05-15-13-07	Epoch 30	Train Loss = 0.01542, Val Loss = 0.03233
2026-01-05-15-15-14	Epoch 31	Train Loss = 0.01457, Val Loss = 0.03300
2026-01-05-15-17-20	Epoch 32	Train Loss = 0.01448, Val Loss = 0.03175
2026-01-05-15-19-27	Epoch 33	Train Loss = 0.01437, Val Loss = 0.03205
2026-01-05-15-21-33	Epoch 34	Train Loss = 0.01423, Val Loss = 0.03147
2026-01-05-15-23-39	Epoch 35	Train Loss = 0.01427, Val Loss = 0.03275
2026-01-05-15-25-46	Epoch 36	Train Loss = 0.01422, Val Loss = 0.03167
2026-01-05-15-27-52	Epoch 37	Train Loss = 0.01395, Val Loss = 0.03253
2026-01-05-15-29-58	Epoch 38	Train Loss = 0.01367, Val Loss = 0.03192
2026-01-05-15-32-05	Epoch 39	Train Loss = 0.01370, Val Loss = 0.03181
2026-01-05-15-34-11	Epoch 40	Train Loss = 0.01372, Val Loss = 0.03239
2026-01-05-15-36-18	Epoch 41	Train Loss = 0.01358, Val Loss = 0.03191
2026-01-05-15-38-24	Epoch 42	Train Loss = 0.01362, Val Loss = 0.03222
2026-01-05-15-40-30	Epoch 43	Train Loss = 0.01322, Val Loss = 0.03295
2026-01-05-15-42-37	Epoch 44	Train Loss = 0.01337, Val Loss = 0.03195
2026-01-05-15-44-43	Epoch 45	Train Loss = 0.01315, Val Loss = 0.03217
2026-01-05-15-46-49	Epoch 46	Train Loss = 0.01298, Val Loss = 0.03137
2026-01-05-15-48-56	Epoch 47	Train Loss = 0.01297, Val Loss = 0.03111
2026-01-05-15-51-02	Epoch 48	Train Loss = 0.01308, Val Loss = 0.03215
2026-01-05-15-53-08	Epoch 49	Train Loss = 0.01291, Val Loss = 0.03211
2026-01-05-15-55-15	Epoch 50	Train Loss = 0.01261, Val Loss = 0.03130
2026-01-05-15-57-21	Epoch 51	Train Loss = 0.01247, Val Loss = 0.03136
2026-01-05-15-59-27	Epoch 52	Train Loss = 0.01272, Val Loss = 0.03193
2026-01-05-16-01-34	Epoch 53	Train Loss = 0.01244, Val Loss = 0.03208
2026-01-05-16-03-40	Epoch 54	Train Loss = 0.01242, Val Loss = 0.03167
2026-01-05-16-05-46	Epoch 55	Train Loss = 0.01242, Val Loss = 0.03140
2026-01-05-16-07-53	Epoch 56	Train Loss = 0.01217, Val Loss = 0.03122
2026-01-05-16-09-59	Epoch 57	Train Loss = 0.01245, Val Loss = 0.03177
2026-01-05-16-12-05	Epoch 58	Train Loss = 0.01219, Val Loss = 0.03180
2026-01-05-16-14-11	Epoch 59	Train Loss = 0.01216, Val Loss = 0.03138
2026-01-05-16-16-18	Epoch 60	Train Loss = 0.01192, Val Loss = 0.03143
2026-01-05-16-18-24	Epoch 61	Train Loss = 0.01185, Val Loss = 0.03131
2026-01-05-16-20-30	Epoch 62	Train Loss = 0.01186, Val Loss = 0.03161
2026-01-05-16-22-36	Epoch 63	Train Loss = 0.01173, Val Loss = 0.03226
2026-01-05-16-24-43	Epoch 64	Train Loss = 0.01194, Val Loss = 0.03154
2026-01-05-16-26-49	Epoch 65	Train Loss = 0.01169, Val Loss = 0.03218
2026-01-05-16-28-55	Epoch 66	Train Loss = 0.01161, Val Loss = 0.03149
2026-01-05-16-31-01	Epoch 67	Train Loss = 0.01149, Val Loss = 0.03211
2026-01-05-16-33-08	Epoch 68	Train Loss = 0.01144, Val Loss = 0.03225
2026-01-05-16-35-14	Epoch 69	Train Loss = 0.01133, Val Loss = 0.03204
2026-01-05-16-37-20	Epoch 70	Train Loss = 0.01133, Val Loss = 0.03101
2026-01-05-16-39-26	Epoch 71	Train Loss = 0.01128, Val Loss = 0.03141
2026-01-05-16-41-33	Epoch 72	Train Loss = 0.01114, Val Loss = 0.03150
2026-01-05-16-43-39	Epoch 73	Train Loss = 0.01118, Val Loss = 0.03148
2026-01-05-16-45-45	Epoch 74	Train Loss = 0.01107, Val Loss = 0.03238
2026-01-05-16-47-52	Epoch 75	Train Loss = 0.01107, Val Loss = 0.03144
2026-01-05-16-49-58	Epoch 76	Train Loss = 0.01091, Val Loss = 0.03204
2026-01-05-16-52-04	Epoch 77	Train Loss = 0.01100, Val Loss = 0.03146
2026-01-05-16-54-10	Epoch 78	Train Loss = 0.01085, Val Loss = 0.03132
2026-01-05-16-56-17	Epoch 79	Train Loss = 0.01086, Val Loss = 0.03139
2026-01-05-16-58-23	Epoch 80	Train Loss = 0.01072, Val Loss = 0.03108
2026-01-05-17-00-29	Epoch 81	Train Loss = 0.01077, Val Loss = 0.03109
2026-01-05-17-02-35	Epoch 82	Train Loss = 0.01072, Val Loss = 0.03097
2026-01-05-17-04-42	Epoch 83	Train Loss = 0.01057, Val Loss = 0.03128
2026-01-05-17-06-48	Epoch 84	Train Loss = 0.01059, Val Loss = 0.03152
2026-01-05-17-08-54	Epoch 85	Train Loss = 0.01057, Val Loss = 0.03128
2026-01-05-17-11-01	Epoch 86	Train Loss = 0.01032, Val Loss = 0.03100
2026-01-05-17-13-07	Epoch 87	Train Loss = 0.01038, Val Loss = 0.03112
2026-01-05-17-15-13	Epoch 88	Train Loss = 0.01050, Val Loss = 0.03110
2026-01-05-17-17-19	Epoch 89	Train Loss = 0.01053, Val Loss = 0.03132
2026-01-05-17-19-25	Epoch 90	Train Loss = 0.01031, Val Loss = 0.03122
2026-01-05-17-21-32	Epoch 91	Train Loss = 0.01006, Val Loss = 0.03079
2026-01-05-17-23-38	Epoch 92	Train Loss = 0.01017, Val Loss = 0.03122
2026-01-05-17-25-44	Epoch 93	Train Loss = 0.01000, Val Loss = 0.03103
2026-01-05-17-27-50	Epoch 94	Train Loss = 0.01008, Val Loss = 0.03136
2026-01-05-17-29-56	Epoch 95	Train Loss = 0.01022, Val Loss = 0.03100
2026-01-05-17-32-02	Epoch 96	Train Loss = 0.00989, Val Loss = 0.03125
2026-01-05-17-34-09	Epoch 97	Train Loss = 0.00996, Val Loss = 0.03097
2026-01-05-17-36-15	Epoch 98	Train Loss = 0.00989, Val Loss = 0.03103
2026-01-05-17-38-21	Epoch 99	Train Loss = 0.00986, Val Loss = 0.03120
2026-01-05-17-40-27	Epoch 100	Train Loss = 0.00981, Val Loss = 0.03130
2026-01-05-17-42-33	Epoch 101	Train Loss = 0.00969, Val Loss = 0.03121
2026-01-05-17-44-39	Epoch 102	Train Loss = 0.00970, Val Loss = 0.03094
2026-01-05-17-46-45	Epoch 103	Train Loss = 0.00962, Val Loss = 0.03140
2026-01-05-17-48-51	Epoch 104	Train Loss = 0.00972, Val Loss = 0.03103
2026-01-05-17-50-57	Epoch 105	Train Loss = 0.00963, Val Loss = 0.03120
2026-01-05-17-53-04	Epoch 106	Train Loss = 0.00961, Val Loss = 0.03113
2026-01-05-17-55-10	Epoch 107	Train Loss = 0.00966, Val Loss = 0.03097
2026-01-05-17-57-16	Epoch 108	Train Loss = 0.00941, Val Loss = 0.03124
2026-01-05-17-59-22	Epoch 109	Train Loss = 0.00940, Val Loss = 0.03116
2026-01-05-18-01-28	Epoch 110	Train Loss = 0.00941, Val Loss = 0.03101
2026-01-05-18-03-35	Epoch 111	Train Loss = 0.00939, Val Loss = 0.03116
2026-01-05-18-05-41	Epoch 112	Train Loss = 0.00945, Val Loss = 0.03079
2026-01-05-18-07-47	Epoch 113	Train Loss = 0.00928, Val Loss = 0.03107
2026-01-05-18-09-53	Epoch 114	Train Loss = 0.00925, Val Loss = 0.03119
2026-01-05-18-11-59	Epoch 115	Train Loss = 0.00925, Val Loss = 0.03138
2026-01-05-18-14-05	Epoch 116	Train Loss = 0.00915, Val Loss = 0.03100
2026-01-05-18-16-11	Epoch 117	Train Loss = 0.00922, Val Loss = 0.03131
2026-01-05-18-18-17	Epoch 118	Train Loss = 0.00907, Val Loss = 0.03108
2026-01-05-18-20-23	Epoch 119	Train Loss = 0.00908, Val Loss = 0.03114
2026-01-05-18-22-29	Epoch 120	Train Loss = 0.00911, Val Loss = 0.03110
2026-01-05-18-24-36	Epoch 121	Train Loss = 0.00898, Val Loss = 0.03109
2026-01-05-18-26-42	Epoch 122	Train Loss = 0.00902, Val Loss = 0.03133
2026-01-05-18-28-48	Epoch 123	Train Loss = 0.00899, Val Loss = 0.03116
2026-01-05-18-30-54	Epoch 124	Train Loss = 0.00896, Val Loss = 0.03079
2026-01-05-18-33-00	Epoch 125	Train Loss = 0.00888, Val Loss = 0.03079
2026-01-05-18-35-06	Epoch 126	Train Loss = 0.00881, Val Loss = 0.03067
2026-01-05-18-37-12	Epoch 127	Train Loss = 0.00877, Val Loss = 0.03097
2026-01-05-18-39-18	Epoch 128	Train Loss = 0.00900, Val Loss = 0.03084
2026-01-05-18-41-24	Epoch 129	Train Loss = 0.00878, Val Loss = 0.03107
2026-01-05-18-43-31	Epoch 130	Train Loss = 0.00867, Val Loss = 0.03069
2026-01-05-18-45-37	Epoch 131	Train Loss = 0.00865, Val Loss = 0.03080
2026-01-05-18-47-43	Epoch 132	Train Loss = 0.00878, Val Loss = 0.03071
2026-01-05-18-49-49	Epoch 133	Train Loss = 0.00860, Val Loss = 0.03102
2026-01-05-18-51-55	Epoch 134	Train Loss = 0.00857, Val Loss = 0.03118
2026-01-05-18-54-01	Epoch 135	Train Loss = 0.00859, Val Loss = 0.03114
2026-01-05-18-56-07	Epoch 136	Train Loss = 0.00854, Val Loss = 0.03086
2026-01-05-18-58-13	Epoch 137	Train Loss = 0.00856, Val Loss = 0.03109
2026-01-05-19-00-19	Epoch 138	Train Loss = 0.00844, Val Loss = 0.03121
2026-01-05-19-02-26	Epoch 139	Train Loss = 0.00847, Val Loss = 0.03094
2026-01-05-19-04-32	Epoch 140	Train Loss = 0.00858, Val Loss = 0.03117
2026-01-05-19-06-38	Epoch 141	Train Loss = 0.00842, Val Loss = 0.03102
2026-01-05-19-08-44	Epoch 142	Train Loss = 0.00839, Val Loss = 0.03110
2026-01-05-19-10-50	Epoch 143	Train Loss = 0.00829, Val Loss = 0.03064
2026-01-05-19-12-56	Epoch 144	Train Loss = 0.00831, Val Loss = 0.03087
2026-01-05-19-15-02	Epoch 145	Train Loss = 0.00834, Val Loss = 0.03089
2026-01-05-19-17-08	Epoch 146	Train Loss = 0.00828, Val Loss = 0.03099
2026-01-05-19-19-14	Epoch 147	Train Loss = 0.00824, Val Loss = 0.03096
2026-01-05-19-21-20	Epoch 148	Train Loss = 0.00821, Val Loss = 0.03086
2026-01-05-19-23-26	Epoch 149	Train Loss = 0.00824, Val Loss = 0.03060
2026-01-05-19-25-33	Epoch 150	Train Loss = 0.00830, Val Loss = 0.03071
2026-01-05-19-27-39	Epoch 151	Train Loss = 0.00811, Val Loss = 0.03053
2026-01-05-19-29-45	Epoch 152	Train Loss = 0.00806, Val Loss = 0.03074
2026-01-05-19-31-51	Epoch 153	Train Loss = 0.00812, Val Loss = 0.03081
2026-01-05-19-33-58	Epoch 154	Train Loss = 0.00803, Val Loss = 0.03067
2026-01-05-19-36-04	Epoch 155	Train Loss = 0.00804, Val Loss = 0.03108
2026-01-05-19-38-10	Epoch 156	Train Loss = 0.00796, Val Loss = 0.03060
2026-01-05-19-40-16	Epoch 157	Train Loss = 0.00802, Val Loss = 0.03091
2026-01-05-19-42-22	Epoch 158	Train Loss = 0.00795, Val Loss = 0.03084
2026-01-05-19-44-28	Epoch 159	Train Loss = 0.00790, Val Loss = 0.03083
2026-01-05-19-46-35	Epoch 160	Train Loss = 0.00789, Val Loss = 0.03074
2026-01-05-19-48-41	Epoch 161	Train Loss = 0.00790, Val Loss = 0.03091
2026-01-05-19-50-47	Epoch 162	Train Loss = 0.00791, Val Loss = 0.03100
2026-01-05-19-52-53	Epoch 163	Train Loss = 0.00783, Val Loss = 0.03068
2026-01-05-19-54-59	Epoch 164	Train Loss = 0.00794, Val Loss = 0.03084
2026-01-05-19-57-06	Epoch 165	Train Loss = 0.00773, Val Loss = 0.03083
2026-01-05-19-59-12	Epoch 166	Train Loss = 0.00771, Val Loss = 0.03089
2026-01-05-20-01-18	Epoch 167	Train Loss = 0.00771, Val Loss = 0.03088
2026-01-05-20-03-24	Epoch 168	Train Loss = 0.00771, Val Loss = 0.03042
2026-01-05-20-05-30	Epoch 169	Train Loss = 0.00764, Val Loss = 0.03037
2026-01-05-20-07-37	Epoch 170	Train Loss = 0.00767, Val Loss = 0.03094
2026-01-05-20-09-43	Epoch 171	Train Loss = 0.00765, Val Loss = 0.03043
2026-01-05-20-11-49	Epoch 172	Train Loss = 0.00757, Val Loss = 0.03053
2026-01-05-20-13-55	Epoch 173	Train Loss = 0.00754, Val Loss = 0.03056
2026-01-05-20-16-01	Epoch 174	Train Loss = 0.00752, Val Loss = 0.03089
2026-01-05-20-18-08	Epoch 175	Train Loss = 0.00754, Val Loss = 0.03064
2026-01-05-20-20-14	Epoch 176	Train Loss = 0.00751, Val Loss = 0.03113
2026-01-05-20-22-20	Epoch 177	Train Loss = 0.00759, Val Loss = 0.03060
2026-01-05-20-24-26	Epoch 178	Train Loss = 0.00747, Val Loss = 0.03070
2026-01-05-20-26-32	Epoch 179	Train Loss = 0.00741, Val Loss = 0.03092
2026-01-05-20-28-39	Epoch 180	Train Loss = 0.00737, Val Loss = 0.03082
2026-01-05-20-30-45	Epoch 181	Train Loss = 0.00733, Val Loss = 0.03072
2026-01-05-20-32-51	Epoch 182	Train Loss = 0.00735, Val Loss = 0.03079
2026-01-05-20-34-57	Epoch 183	Train Loss = 0.00732, Val Loss = 0.03071
2026-01-05-20-37-03	Epoch 184	Train Loss = 0.00734, Val Loss = 0.03094
2026-01-05-20-39-10	Epoch 185	Train Loss = 0.00728, Val Loss = 0.03068
2026-01-05-20-41-16	Epoch 186	Train Loss = 0.00730, Val Loss = 0.03076
2026-01-05-20-43-22	Epoch 187	Train Loss = 0.00723, Val Loss = 0.03088
2026-01-05-20-45-28	Epoch 188	Train Loss = 0.00723, Val Loss = 0.03074
2026-01-05-20-47-35	Epoch 189	Train Loss = 0.00712, Val Loss = 0.03064
2026-01-05-20-49-41	Epoch 190	Train Loss = 0.00715, Val Loss = 0.03112
2026-01-05-20-51-47	Epoch 191	Train Loss = 0.00724, Val Loss = 0.03064
2026-01-05-20-53-53	Epoch 192	Train Loss = 0.00712, Val Loss = 0.03061
2026-01-05-20-56-00	Epoch 193	Train Loss = 0.00705, Val Loss = 0.03083
2026-01-05-20-58-06	Epoch 194	Train Loss = 0.00708, Val Loss = 0.03089
2026-01-05-21-00-12	Epoch 195	Train Loss = 0.00701, Val Loss = 0.03058
2026-01-05-21-02-18	Epoch 196	Train Loss = 0.00703, Val Loss = 0.03066
2026-01-05-21-04-24	Epoch 197	Train Loss = 0.00704, Val Loss = 0.03094
2026-01-05-21-06-30	Epoch 198	Train Loss = 0.00696, Val Loss = 0.03077
2026-01-05-21-08-36	Epoch 199	Train Loss = 0.00700, Val Loss = 0.03083
2026-01-05-21-10-43	Epoch 200	Train Loss = 0.00688, Val Loss = 0.03075
2026-01-05-21-12-49	Epoch 201	Train Loss = 0.00686, Val Loss = 0.03045
2026-01-05-21-14-55	Epoch 202	Train Loss = 0.00686, Val Loss = 0.03064
2026-01-05-21-17-01	Epoch 203	Train Loss = 0.00688, Val Loss = 0.03085
2026-01-05-21-19-07	Epoch 204	Train Loss = 0.00687, Val Loss = 0.03085
2026-01-05-21-21-13	Epoch 205	Train Loss = 0.00676, Val Loss = 0.03061
2026-01-05-21-23-19	Epoch 206	Train Loss = 0.00677, Val Loss = 0.03054
2026-01-05-21-25-25	Epoch 207	Train Loss = 0.00674, Val Loss = 0.03088
2026-01-05-21-27-32	Epoch 208	Train Loss = 0.00676, Val Loss = 0.03057
2026-01-05-21-29-38	Epoch 209	Train Loss = 0.00673, Val Loss = 0.03101
2026-01-05-21-31-44	Epoch 210	Train Loss = 0.00666, Val Loss = 0.03071
2026-01-05-21-33-50	Epoch 211	Train Loss = 0.00665, Val Loss = 0.03098
2026-01-05-21-35-56	Epoch 212	Train Loss = 0.00661, Val Loss = 0.03092
2026-01-05-21-38-02	Epoch 213	Train Loss = 0.00661, Val Loss = 0.03074
2026-01-05-21-40-08	Epoch 214	Train Loss = 0.00662, Val Loss = 0.03092
2026-01-05-21-42-14	Epoch 215	Train Loss = 0.00657, Val Loss = 0.03074
2026-01-05-21-44-21	Epoch 216	Train Loss = 0.00662, Val Loss = 0.03099
2026-01-05-21-46-27	Epoch 217	Train Loss = 0.00649, Val Loss = 0.03077
2026-01-05-21-48-33	Epoch 218	Train Loss = 0.00647, Val Loss = 0.03119
2026-01-05-21-50-39	Epoch 219	Train Loss = 0.00646, Val Loss = 0.03091
Early stopping at epoch: 219
Best at epoch 169:
Train Loss = 0.00764
Train RMSE = 271.60867, MAE = 230.00290, MAPE = 17446.12109
Val Loss = 0.03037
Val RMSE = 275.68274, MAE = 233.85188, MAPE = 11539.02246
Saved Model: ./saved_models/GMAN-PEMS08-2026-01-05-14-09-55.pt
--------- Test ---------
All Steps RMSE = 26.75983, MAE = 16.13939, MAPE = 9.14623
Step  1 RMSE = 21.31187, MAE = 13.57898, MAPE = 7.91230
Step  2 RMSE = 23.42397, MAE = 14.65784, MAPE = 8.34815
Step  3 RMSE = 24.65141, MAE = 15.22723, MAPE = 8.63918
Step  4 RMSE = 25.64039, MAE = 15.67544, MAPE = 8.85740
Step  5 RMSE = 26.42206, MAE = 15.99797, MAPE = 9.05745
Step  6 RMSE = 26.96536, MAE = 16.25032, MAPE = 9.20480
Step  7 RMSE = 27.60682, MAE = 16.54282, MAPE = 9.33453
Step  8 RMSE = 28.28606, MAE = 16.89318, MAPE = 9.52238
Step  9 RMSE = 28.50122, MAE = 16.98385, MAPE = 9.56712
Step 10 RMSE = 28.72464, MAE = 17.11023, MAPE = 9.66132
Step 11 RMSE = 28.98677, MAE = 17.27038, MAPE = 9.73946
Step 12 RMSE = 29.32423, MAE = 17.48442, MAPE = 9.91082

Inference time: 12.80 s
